cc_num,lat,long
3.41546E+14,64.7556,-165.6723
5.15205E+15,29.8872,-90.0331
6.01115E+15,39.2667,-77.5101
2.13107E+14,40.8874,-111.9027
6.0116E+15,33.141,-84.1759
6.01131E+15,34.6205,-86.551
3.05516E+13,35.1836,-81.4552
4.22035E+12,42.8223,-83.2829
3.57602E+15,39.1329,-95.7023
2.13127E+14,27.5155,-99.4986
4.81079E+18,39.5756,-83.7153
4.16939E+12,43.033,-77.1575
2.29601E+15,40.6816,-73.9798
4.99811E+15,38.9621,-94.5959
3.01435E+13,39.8016,-75.3478
4.56E+18,38.8881,-104.6556
2.13113E+14,39.4558,-76.4147
3.58113E+15,41.0695,-81.5488
6.0114E+15,42.1001,-73.3611
3.52384E+15,32.6176,-86.9475
4.56283E+12,40.0987,-84.6342
4.58681E+15,32.5486,-80.307
4.26578E+15,35.2087,-92.2123
6.30452E+11,46.3535,-86.6345
6.52678E+15,40.6868,-73.823
4.42349E+15,41.6858,-90.3706
3.74238E+14,45.0838,-120.6649
3.75975E+14,41.6611,-73.0449
4.82666E+15,41.6983,-70.3001
3.8052E+13,30.33,-95.0202
6.59597E+15,40.6774,-74.4968
4.47684E+12,34.6689,-86.2296
4.49791E+18,34.6902,-79.1834
4.06309E+18,41.71,-111.9817
6.50612E+15,32.2768,-95.3031
4.20811E+18,31.6143,-82.7243
6.01137E+15,41.2419,-81.7453
4.19847E+12,41.4768,-95.3509
3.02354E+13,38.5072,-81.89
6.30425E+11,39.1505,-79.503
4.837E+15,46.0062,-86.2555
3.5608E+15,46.1838,-101.2589
4.89042E+18,38.5662,-121.3286
4.30248E+15,43.2326,-86.2492
4.62356E+12,42.2619,-94.5566
3.52559E+15,36.0424,-79.3242
3.00747E+13,37.9931,-100.9893
3.48379E+14,28.1384,-80.6524
4.11976E+15,40.7152,-89.2706
3.74822E+14,43.0622,-77.2218
4.38352E+12,39.9347,-86.1633
3.69136E+13,43.6498,-116.4306
6.53889E+15,36.0244,-90.9288
3.43464E+14,35.8072,-78.0892
3.71009E+14,31.2462,-83.6549
2.2608E+15,42.3066,-71.9202
6.01169E+15,45.6675,-93.2433
3.53374E+15,32.8357,-79.8217
2.2548E+15,30.946,-83.2474
3.05606E+13,40.4931,-91.8912
6.76373E+11,39.7562,-98.4462
3.01184E+13,40.4109,-74.238
4.06714E+15,33.9315,-87.6194
5.61943E+11,38.9087,-77.0414
3.58275E+15,34.4596,-93.6743
4.97942E+15,41.4193,-99.3844
3.56484E+15,38.046,-122.1866
3.75248E+14,38.8564,-80.158
4.76943E+18,40.5553,-77.4001
4.5604E+18,39.047,-122.9328
3.52683E+15,44.2529,-85.017
6.01138E+15,44.6001,-84.2931
3.56196E+15,41.064,-72.3366
3.40103E+14,36.1183,-79.5685
4.00399E+15,33.3224,-86.9657
3.50194E+15,33.8155,-112.1202
6.01125E+15,42.9782,-96.0173
4.07977E+12,44.6255,-116.4493
3.80575E+13,37.3304,-121.7913
3.04077E+13,42.1939,-76.7361
3.73043E+14,29.479,-95.9681
6.55425E+15,33.615,-117.7114
3.05109E+13,42.3958,-83.3772
3.51487E+15,32.9396,-105.8189
4.02561E+15,41.1762,-79.1976
3.67214E+13,42.4999,-74.6117
3.42952E+14,42.0158,-73.2913
3.5433E+15,36.8809,-82.0956
3.05182E+13,36.7154,-89.6287
2.72083E+15,36.522,-87.349
4.2554E+18,32.69,-96.9177
3.59074E+15,34.5091,-92.4828
4.04851E+15,41.366,-98.0054
3.7252E+14,48.6031,-93.2977
3.75237E+14,43.1128,-77.4906
3.82956E+13,33.3749,-99.8473
2.34825E+15,42.1767,-79.9416
3.78279E+14,44.0385,-123.0614
4.29274E+18,38.2674,-76.4954
4.102E+18,32.9276,-97.2489
3.55661E+15,29.0393,-95.4401
3.59622E+15,40.8626,-91.9534
4.60707E+15,35.8985,-97.2607
3.5792E+15,44.9437,-91.0294
2.13186E+14,41.8117,-79.2643
3.59636E+15,41.0001,-78.2357
4.78323E+12,38.5957,-99.554
4.6816E+15,39.9148,-80.731
4.92271E+15,40.3359,-79.6607
6.5022E+15,39.4584,-106.3851
6.54473E+15,41.55,-87.4569
4.09245E+18,34.3091,-78.3372
3.77265E+14,34.3424,-80.5
60416207185,43.0048,-108.8964
3.52142E+15,39.849,-86.272
4.22599E+18,20.0827,-155.488
4.0401E+18,48.3396,-102.24
2.28624E+15,38.5319,-93.9221
4.06058E+15,39.2136,-95.4404
3.71034E+14,40.0235,-120.7986
4.35814E+18,42.7012,-92.0762
4.45237E+15,32.0758,-96.701
3.50151E+15,26.1184,-81.7361
1.80047E+14,37.575,-88.9655
3.56874E+15,41.8114,-93.4855
4.90885E+15,32.2779,-97.2351
2.47509E+15,44.2378,-95.2739
4.41058E+18,32.3697,-81.3618
3.5305E+15,34.5715,-118.0231
3.51923E+15,40.4731,-80.9596
1.80036E+14,42.9207,-91.0685
4.62945E+15,30.9416,-83.3574
2.72089E+15,42.5978,-82.8823
4.45195E+15,34.5444,-102.1069
6.76102E+11,38.4549,-122.2564
4.22973E+15,37.6848,-85.8784
3.0371E+13,38.138,-89.2231
3.74656E+14,38.8954,-77.1633
3.51237E+15,38.4305,-90.387
3.70349E+14,30.5668,-90.482
3.01437E+13,48.6669,-96.5969
6.01186E+15,36.385,-98.0727
4.02622E+12,41.5224,-71.9934
4.48243E+15,38.8265,-82.1364
3.56073E+15,31.8599,-102.7413
5.71465E+11,43.0048,-108.8964
6.39046E+11,40.5662,-80.2099
6.01165E+15,38.2911,-92.7059
4.11655E+15,27.2625,-80.3793
4.10316E+12,33.6666,-101.5277
3.49613E+14,37.1046,-83.5706
3.58929E+15,43.7557,-97.5936
3.58364E+15,40.0369,-75.0664
4.67061E+15,31.7706,-84.7936
3.54511E+15,33.4783,-90.5142
4.68915E+18,40.9207,-96.168
6.51722E+15,31.6453,-90.1801
2.13148E+14,27.9551,-82.2966
3.02429E+13,45.3637,-84.4695
3.57579E+15,38.7897,-93.8702
60422928733,33.6028,-81.9748
5.45678E+15,41.0472,-79.8089
6.54098E+15,42.426,-83.15
1.80081E+14,34.047,-90.7652
3.4506E+14,42.5232,-72.811
3.51753E+15,41.1573,-88.0619
3.53581E+15,39.39,-88.9597
4.87836E+15,42.4483,-95.1726
2.27491E+15,39.5102,-104.7216
4.34253E+15,42.2281,-76.1625
4.95859E+18,38.7894,-77.2818
4.56137E+15,34.9906,-81.8327
3.54008E+15,44.4477,-93.4252
4.92638E+15,36.3011,-91.5281
4.44953E+15,38.2427,-122.9145
4.70899E+15,35.8184,-91.3375
3.52841E+15,36.4715,-82.4834
3.8199E+13,43.196,-72.3001
4.30103E+18,40.6025,-80.3863
1.80017E+14,42.6853,-73.8253
3.71284E+14,33.5466,-101.8871
3.52457E+15,27.633,-80.4031
4.58626E+12,40.1362,-95.2138
3.05016E+13,32.6786,-81.2455
4.58493E+18,32.8463,-96.6972
4.06998E+15,38.4257,-81.9943
3.74125E+14,38.9757,-77.0282
3.53472E+15,37.3712,-89.1349
2.13125E+14,42.32,-78.0943
3.53852E+15,41.5686,-83.3632
4.71656E+15,48.2777,-112.8456
4.76727E+15,40.375,-75.2045
4.27916E+12,40.0246,-79.6955
3.52754E+15,32.9413,-81.1807
6.51135E+15,39.3426,-114.8859
3.51329E+15,37.7256,-81.1087
3.75768E+14,38.6476,-78.7717
4.30659E+15,40.1186,-87.2602
1.80067E+14,41.5378,-88.0572
3.03433E+13,41.4622,-79.1306
4.16976E+15,40.2236,-76.538
4.36401E+15,39.5483,-119.7957
5.54064E+15,42.6911,-71.1605
3.58926E+15,39.6991,-78.1762
1.80065E+14,39.6747,-76.8941
3.50604E+15,38.1372,-81.5962
6.01189E+15,39.5994,-105.0044
4.31213E+18,39.3764,-76.729
3.02353E+13,41.0592,-73.7395
3.59822E+15,40.6729,-73.5365
3.77027E+14,37.3272,-91.0243
4.09971E+15,38.2586,-78.4074
3.68903E+13,33.0437,-81.7106
4.46446E+12,29.8826,-84.5964
3.56688E+15,44.64,-73.3113
4.68274E+15,38.6547,-92.8929
3.00332E+13,42.277,-97.1926
3.76657E+14,31.1569,-94.3871
3.52182E+15,39.7532,-105.6356
3.5492E+15,43.5835,-70.3457
3.45934E+14,38.4121,-75.2811
6.01123E+15,40.9115,-74.414
4.51283E+18,39.8936,-79.7856
2.30534E+15,40.6866,-92.6833
6.5691E+15,39.6662,-104.835
4.30248E+15,42.8511,-93.62
3.04424E+13,41.5744,-75.5881
6.7591E+11,41.136,-73.7009
6.01193E+15,44.2541,-68.5565
2.25206E+15,44.6437,-90.1031
3.45832E+14,38.8029,-77.2116
5.55986E+15,41.6125,-122.5258
4.33423E+15,43.0172,-111.0292
4.00605E+12,36.8347,-84.4436
5.28929E+15,45.5197,-123.8761
2.71221E+15,30.4066,-91.1468
2.13155E+14,38.1981,-86.6821
4.90468E+15,41.8467,-74.1038
3.51823E+15,33.6372,-96.6184
3.73905E+14,31.929,-97.6443
4.34496E+15,40.8555,-79.7372
4.42434E+15,40.813,-83.4196
3.45389E+14,33.9215,-89.6782
4.22371E+18,39.0965,-84.6431
4.17972E+15,43.0032,-93.2167
5.03874E+11,29.5894,-98.5201
4.26006E+15,42.8062,-100.6215
2.29116E+15,33.9659,-80.9355
2.13158E+14,41.606,-109.23
2.22938E+15,43.4987,-90.2796
3.42036E+14,37.7184,-77.186
3.64859E+13,40.4971,-82.8342
4.5031E+18,27.9865,-82.0139
3.02704E+13,40.6761,-91.0391
3.57554E+15,34.3396,-89.5736
5.77589E+11,40.6153,-79.4545
3.75083E+14,47.0999,-96.727
3.7755E+14,44.0948,-70.239
6.76369E+11,42.4969,-83.2911
4.72724E+15,30.8635,-87.7644
3.55485E+15,36.1043,-97.0609
1.80031E+14,30.7145,-88.0918
5.81293E+11,36.385,-98.0727
3.42351E+14,33.1194,-83.8235
4.65727E+15,30.7148,-85.021
6.57356E+15,36.2395,-95.9596
4.49745E+18,32.5317,-92.176
3.85885E+13,30.1886,-103.2214
6.52696E+15,26.3304,-81.5871
3.5983E+15,37.6395,-97.1714
2.13194E+14,45.7549,-84.447
3.50238E+15,30.5354,-95.4532
3.41283E+14,30.9788,-84.7373
3.7493E+14,42.2203,-83.3583
4.43309E+15,39.2335,-77.1458
2.65785E+15,42.3749,-83.1087
6.5504E+15,26.9379,-82.2388
3.77835E+14,36.4539,-94.118
3.59924E+15,36.8421,-85.5396
4.65388E+15,37.0581,-86.1938
4.59929E+15,38.0261,-97.6666
1.80094E+14,33.7467,-117.1721
3.02635E+13,37.7175,-112.4777
3.0267E+13,37.1349,-77.7364
3.59519E+15,35.0583,-79.008
3.72246E+14,44.3566,-103.6999
4.65318E+18,36.7779,-81.7676
5.13048E+15,40.8314,-83.9758
3.54021E+15,34.7437,-102.5064
3.50209E+15,39.0298,-77.0793
2.13164E+14,33.141,-82.515
6.01154E+15,38.8089,-78.7776
2.28406E+15,39.0945,-85.0638
3.59192E+15,28.5697,-80.8191
3.53433E+15,45.2857,-108.9082
3.58696E+15,40.3673,-79.1605
4.49249E+15,37.3752,-81.6539
2.13174E+14,39.4015,-75.8654
3.60781E+13,37.2692,-82.9161
4.23955E+15,41.141,-84.5722
3.01031E+13,41.0001,-78.2357
4.14924E+15,40.1008,-80.0652
2.25492E+15,38.0828,-76.3477
4.39668E+12,36.2815,-115.1482
3.85805E+13,48.8856,-103.0098
2.24835E+15,41.0109,-81.2977
4.04504E+18,39.9458,-75.9703
3.77114E+14,39.4055,-75.3209
4.53857E+12,40.817,-74
6.39024E+11,44.6087,-74.9732
4.72567E+15,41.1437,-72.2879
6.75946E+11,40.7687,-80.3592
6.53844E+15,41.3851,-80.1752
4.99773E+15,44.9913,-92.9487
4.43088E+15,39.3199,-106.6596
2.28881E+15,40.8265,-73.9383
2.24254E+15,38.4921,-85.4524
4.47157E+12,36.4899,-79.4736
3.47073E+14,44.6873,-104.4414
3.51138E+15,34.7789,-86.5438
1.80018E+14,42.3703,-84.2485
3.4236E+14,42.7045,-74.3648
6.3903E+11,37.1935,-89.0933
4.85549E+18,44.1554,-72.4847
4.75604E+18,33.6547,-97.1583
3.51362E+15,43.7588,-97.8712
3.89477E+13,39.3543,-82.503
6.76292E+11,41.2336,-75.2389
2.13103E+14,43.7857,-124.1437
3.56753E+15,31.8351,-101.0017
3.5607E+15,33.7163,-116.3381
3.57643E+15,33.5623,-112.0559
4.74288E+18,20.0271,-155.3697
4.47432E+15,37.7773,-119.0825
6.01168E+15,36.2835,-87.4581
4.65812E+12,35.7206,-108.0271
2.35628E+15,38.9583,-76.2842
6.0115E+15,32.5104,-86.8138
4.95792E+12,39.6171,-102.4776
4.61331E+12,35.9946,-81.7266
3.79897E+14,38.3039,-85.4834
3.58704E+15,35.0659,-89.1534
6.01155E+15,41.0552,-110.1603
4.99049E+12,39.6967,-78.8031
4.42815E+15,46.5901,-117.1692
3.40954E+14,42.5164,-82.9832
3.43819E+14,41.5855,-93.6719
3.71683E+14,40.5716,-74.3167
6.01163E+15,35.2289,-88.644
3.50418E+15,40.7641,-84.0973
2.61053E+15,36.2416,-86.6117
3.01535E+13,31.8287,-99.427
3.4471E+14,27.4703,-81.4872
3.00443E+13,26.4722,-81.8122
4.37899E+15,43.9742,-71.1503
4.60164E+12,30.0041,-95.2825
3.5239E+15,40.8798,-73.9067
4.9147E+15,40.8496,-80.1381
3.0093E+13,38.6207,-83.8067
3.5934E+15,43.2363,-78.3138
2.35812E+15,39.2092,-76.6681
6.01168E+15,41.0539,-106.0763
4.78991E+15,40.8095,-72.8229
4.70787E+15,36.7558,-83.1838
1.80059E+14,42.189,-74.9229
5.02013E+11,42.6315,-75.1866
3.59793E+15,35.2229,-89.5518
3.78858E+14,33.5494,-111.9565
4.37926E+18,37.7878,-122.1884
6.01192E+15,43.1699,-72.8515
6.76246E+11,26.7197,-80.1248
6.59394E+15,34.1248,-117.9031
4.45144E+15,34.4596,-93.6743
4.5506E+15,40.7559,-82.5123
3.58379E+15,34.847,-98.9836
6.54767E+15,39.8839,-75.4669
3.54756E+15,44.5232,-86.2061
3.43746E+14,44.8605,-85.8138
2.13187E+14,40.4855,-90.2856
4.46204E+18,31.924,-105.2099
4.59974E+18,36.3846,-89.4649
1.80056E+14,43.4269,-85.2924
2.71402E+15,39.9914,-80.4408
3.71226E+14,38.9311,-89.2463
4.68364E+12,30.251,-92.5002
6.30426E+11,38.388,-79.9906
4.2205E+18,33.8419,-117.6043
4.87378E+15,48.4786,-122.3345
3.56542E+15,38.9763,-87.3667
6.01111E+15,34.2651,-77.867
3.01814E+13,44.2415,-121.0113
3.65815E+13,35.0149,-85.0164
6.01135E+15,33.4629,-86.7904
4.79894E+18,43.6088,-83.953
4.18183E+18,36.6659,-105.4694
3.50604E+15,45.1939,-112.0568
4.56189E+12,39.596,-86.1309
3.56609E+15,34.3795,-118.523
4.40001E+18,41.4972,-98.7858
5.68279E+11,46.5522,-96.7909
4.97353E+18,35.8312,-94.1187
3.70612E+14,40.1159,-74.8536
5.45671E+15,36.1486,-105.6648
2.45083E+15,45.604,-94.1591
2.222E+15,38.9318,-89.9618
2.13142E+14,32.153,-90.1217
5.03886E+11,43.857,-70.1031
3.58309E+15,38.1901,-85.7519
3.55888E+15,35.2563,-111.95
2.71391E+15,32.3929,-91.4714
3.47613E+14,44.8393,-69.2675
5.81508E+11,32.2819,-98.5673
3.54667E+15,32.7004,-97.6039
3.0446E+13,33.8396,-96.3648
4.48894E+15,28.9254,-81.6801
2.57671E+15,33.0067,-117.069
3.56541E+15,39.4336,-87.4101
4.17395E+15,40.333,-73.9809
4.42878E+18,42.9993,-88.2196
2.13181E+14,40.507,-123.9743
4.64289E+12,40.7491,-95.038
5.02038E+11,36.6704,-93.0377
3.53692E+15,37.3304,-121.7913
6.01171E+15,42.8678,-71.042
3.52823E+15,39.224,-74.9942
3.78006E+14,38.5095,-78.2638
4.30663E+12,38.6171,-90.4504
3.61539E+13,28.1762,-81.9591
3.05465E+13,43.4512,-71.489
4.50254E+18,36.2201,-91.6421
6.7631E+11,38.2352,-104.66
3.77896E+14,41.4682,-72.5751
2.13174E+14,41.2244,-86.6966
3.54216E+15,43.5089,-93.4824
3.55363E+15,48.34,-122.3456
4.50538E+12,38.8582,-76.6145
4.84131E+15,43.7185,-72.4439
5.84674E+11,47.5196,-101.2332
3.85305E+13,34.9572,-81.9916
2.13114E+14,43.8295,-93.8282
6.39096E+11,42.9633,-94.7975
4.1781E+15,41.9488,-86.4913
6.76327E+11,42.1782,-83.2461
4.65101E+15,46.7531,-121.9898
6.7599E+11,41.0767,-74.5982
4.07051E+15,28.9814,-98.0156
3.73213E+14,32.7185,-117.1593
4.29404E+15,33.413,-81.69
4.58758E+15,44.0943,-69.4828
3.56121E+15,32.8224,-85.7704
1.80095E+14,43.7575,-122.481
4.662E+18,40.8555,-79.7372
4.12454E+15,30.5012,-87.8835
3.57651E+15,33.1044,-81.0221
3.78905E+14,35.7382,-98.7388
3.52567E+15,46.3481,-87.0436
3.51781E+15,37.5802,-80.5248
3.5652E+15,40.4815,-92.9951
4.85953E+15,42.0716,-75.0152
6.53965E+15,38.6865,-121.3494
4.61006E+15,43.2229,-75.2899
4.9883E+12,41.4575,-74.1659
60427851591,35.3492,-99.188
3.00424E+13,40.9051,-73.3309
5.01831E+11,40.9493,-78.3129
3.53409E+15,46.2306,-112.1138
4.19583E+15,39.3465,-90.9362
2.1312E+14,32.955,-92.587
6.59286E+15,42.8112,-78.4481
3.54461E+15,38.4857,-89.6816
3.87974E+13,42.4069,-74.1528
4.961E+15,40.6284,-76.195
4.31137E+18,40.7692,-103.0968
6.76118E+11,44.9897,-122.6187
2.28087E+15,40.0994,-89.9601
2.22767E+15,27.9004,-82.7152
3.5149E+15,42.958,-77.3083
4.01811E+18,40.2367,-74.0067
3.57758E+15,41.0935,-81.0425
4.38491E+15,46.9777,-96.4092
4.32893E+15,42.9373,-87.9943
4.80755E+12,40.2158,-83.9579
2.23119E+15,32.0913,-83.7922
5.50108E+15,41.1464,-81.5107
3.56418E+15,39.9934,-81.8024
6.76174E+11,34.0287,-118.4924
5.59635E+15,29.9912,-90.2479
1.80065E+14,37.9048,-86.524
4.63307E+15,41.8383,-71.4377
4.0666E+12,37.8795,-82.7251
4.87402E+15,45.4093,-122.6847
3.00268E+13,32.9013,-91.0286
4.80644E+12,38.5294,-82.6654
3.88595E+13,42.1808,-112.262
4.86131E+18,30.2385,-90.8435
2.13162E+14,44.6084,-70.6993
5.81686E+11,41.5205,-80.0573
3.5296E+15,42.8948,-74.8209
4.12977E+15,47.3551,-96.798
4.2662E+15,40.201,-98.0684
3.5338E+15,40.2967,-98.737
2.28507E+15,31.882,-88.9981
3.5824E+15,47.9657,-116.868
3.5776E+15,36.2245,-79.8901
4.93998E+15,26.4215,-99.0025
2.38346E+15,43.745,-70.9092
3.02489E+13,32.1482,-99.1872
4.26E+12,38.1485,-98.6408
2.13191E+14,42.9676,-88.0434
3.56032E+15,34.4793,-87.4769
3.0427E+13,42.377,-83.0796
3.00304E+13,30.2816,-99.241
3.59734E+15,39.7813,-76.7477
2.23561E+15,42.73,-104.7024
3.54086E+15,44.7957,-110.6137
60495593109,32.7699,-96.743
5.71844E+11,38.2507,-85.7476
3.03284E+13,40.029,-93.1607
3.03447E+13,39.8127,-120.6405
3.55968E+15,43.7893,-75.4156
3.56034E+15,42.0789,-92.3763
3.43669E+14,33.9349,-80.8449
4.48113E+12,42.2848,-71.7205
4.68352E+15,33.9143,-118.3493
2.25623E+15,43.5103,-72.1334
4.50914E+15,31.6489,-82.1982
4.23944E+12,38.832,-77.12
4.77707E+15,40.1334,-75.4536
4.50992E+15,43.2893,-97.1904
3.54002E+15,43.0976,-70.7121
3.5677E+15,42.247,-73.7552
4.11027E+18,33.5567,-90.5451
2.22216E+15,33.4235,-96.3398
3.03738E+13,34.1092,-117.7183
3.03574E+13,43.6718,-89.1918
4.90063E+12,33.9056,-118.0818
3.566E+15,31.8092,-106.4247
60423098130,36.9412,-98.2458
6.01139E+15,34.0443,-118.2509
3.04342E+13,44.453,-123.1065
3.75905E+14,40.4591,-98.5551
3.56268E+15,39.0026,-76.1424
3.02906E+13,36.802,-87.8286
3.53113E+15,43.8065,-73.0882
3.75534E+14,38.4207,-79.4629
5.65399E+11,42.8801,-117.281
3.59312E+15,44.4971,-67.9503
6.59674E+15,44.9595,-93.8482
60490596305,34.8838,-90.7666
2.13175E+14,33.0771,-99.959
3.51961E+15,40.7268,-124.2174
3.57339E+15,45.7205,-98.5534
4.99235E+18,41.173,-89.2187
4.31958E+18,37.1788,-82.695
4.51424E+15,41.4247,-105.4781
4.7614E+18,36.3924,-91.9932
1.80043E+14,27.7898,-82.7243
3.02305E+13,40.9661,-76.8575
3.77655E+14,36.0435,-84.04
60487002085,32.3739,-90.1293
3.58574E+15,34.2956,-99.7494
2.22982E+15,30.2508,-89.6011
6.01133E+15,36.0557,-96.0602
6.76248E+11,26.6939,-81.9452
4.93346E+15,44.9673,-93.2828
3.04043E+13,43.0498,-78.851
4.5551E+15,40.954,-76.1747
3.01318E+13,35.9335,-84.1481
4.98032E+18,44.0978,-72.0191
3.04913E+13,39.6094,-100.4112
4.83962E+15,39.013,-86.5457
6.59725E+15,43.0261,-94.4064
4.58766E+18,41.0646,-87.5917
3.56025E+15,37.6223,-97.3136
4.71346E+15,45.7084,-101.1546
3.55916E+15,42.2701,-78.6847
1.80046E+14,44.8021,-122.7624
3.71985E+14,42.9576,-75.4838
6.52438E+15,34.347,-87.7154
3.50137E+15,32.274,-104.0914
6.76195E+11,29.6047,-96.5249
4.15876E+15,43.5335,-96.3645
3.56788E+15,44.0577,-76.0196
6.30413E+11,46.368,-87.9938
